image,readingText,audio,answerText,answerTextFurigana,sortOrder,originalText
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E07_1_0.20.52.835.jpg"">",毎報(まいほう) 音楽コンクールに出ます,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E07_1_0.20.51.830-0.20.53.840.mp3],I'm going to enter the Maihou Music Competition.,毎[まい] 報[ほう](まいほう) 音楽コンクール[おんがくこんくーる]に 出[で]ます,1035,報
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_13_0.02.39.880.jpg"">",それは　井戸端,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_13_0.02.39.080-0.02.40.680.mp3],That would be idle gossip (idobata).,それは　 井戸端[いどばた],6883,井戸
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_03_0.09.44.750.jpg"">",（黒井戸･揃）皐月様！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_03_0.09.44.166-0.09.45.334.mp3],Lady Satsuki!,（ 黒[くろ] 井戸[いど]･ 揃[そろい]） 皐月[さつき] 様[さま]！,6883,井戸
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_03_0.08.32.095.jpg"">",（揃）これは　これは　黒井戸様,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_03_0.08.31.052-0.08.33.137.mp3],"Well, well, if it isn't Master Kuroido.",（ 揃[そろい]）これは　これは　 黒[くろ] 井戸[いど] 様[さま],6883,井戸
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/My%20Little%20Sister%20Can't%20Be%20This%20Cute/media/Oreimo_S01E04_0.16.22.090-0.16.23.540.jpg"">",天井　たっかー,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/My%20Little%20Sister%20Can't%20Be%20This%20Cute/media/Oreimo_S01E04_0.16.22.090-0.16.23.540.mp3],The ceiling's so high!,天井[てんじょう]　たっかー,6884,天井
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Re%20Zero%20−%20Starting%20Life%20in%20Another%20World/media/A_ReZeroS01_E03_1_0.00.08.570.jpg"">",知らない天井だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Re%20Zero%20−%20Starting%20Life%20in%20Another%20World/media/A_ReZeroS01_E03_1_0.00.07.550-0.00.09.590.mp3],I don't know that ceiling.,知[し]らない 天井[てんじょう]だ,6884,天井
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Re%20Zero%20−%20Starting%20Life%20in%20Another%20World/media/A_ReZeroS01_E03_1_0.04.19.755.jpg"">",知ってる天井だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Re%20Zero%20−%20Starting%20Life%20in%20Another%20World/media/A_ReZeroS01_E03_1_0.04.18.800-0.04.20.710.mp3],I know that ceiling.,知[し]ってる 天井[てんじょう]だ,6884,天井
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_10_0.05.13.555.jpg"">",疲労で刀を…　握れない,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_10_0.05.11.800-0.05.15.160.mp3],I don’t even have the energy to grip onto my sword.,疲労[ひろう]で 刀[かたな]を…　 握[にぎ]れない,6900,疲労
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_43_0.11.37.450.jpg"">",疲労には甘いものが効くのよね,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_43_0.11.36.010-0.11.38.890.mp3],Sweets are great when you're tired.,疲労[ひろう]には 甘[あま]いものが 効[き]くのよね,6900,疲労
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_04_0.15.50.315.jpg"">",そして今頃いい疲労感と眠気が…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_04_0.15.48.660-0.15.51.970.mp3],And now I'm starting to fall asleep...,そして 今頃[いまごろ]いい 疲労[ひろう] 感[かん]と 眠気[ねむけ]が…,6900,疲労
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Anohana%20the%20flower%20we%20saw%20that%20day/media/A_Anohana_E10_1_0.07.39.180.jpg"">",お疲れ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Anohana%20the%20flower%20we%20saw%20that%20day/media/A_Anohana_E10_1_0.07.38.890-0.07.39.470.mp3],Good evening.,お 疲[つか]れ,7055,疲れ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E05_1_0.14.04.485.jpg"">",お疲れ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E05_1_0.14.03.940-0.14.05.030.mp3],So glad you could make it!,お 疲[つか]れ,7055,疲れ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_14_0.22.21.230-0.22.22.040.jpg"">",お疲れ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_14_0.22.21.230-0.22.22.040.mp3],Way to go!,お 疲[つか]れ,7055,疲れ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_09_0.16.28.240-0.16.29.120.jpg"">",お疲れ様,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_09_0.16.28.240-0.16.29.120.mp3],Thanks for the hard work.,お 疲[つか]れ 様[さま],7449,お疲れ様
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S02_-_07_0.00.24.250-0.00.25.330.jpg"">",お疲れ様,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S02_-_07_0.00.24.250-0.00.25.330.mp3],"Good work!<br>Huh? Cocoa, is that...",お 疲[つか]れ 様[さま],7449,お疲れ様
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/K-On!/media/A_KOn_S01E14_1_0.18.34.523.jpg"">",お疲れ様,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/K-On!/media/A_KOn_S01E14_1_0.18.33.983-0.18.35.063.mp3],Good job.,お 疲れ様[つかれさま],7449,お疲れ様
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Erased/media/A_Erased_03_0.11.30.690.jpg"">",閉めて…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Erased/media/A_Erased_03_0.11.30.180-0.11.31.200.mp3],Close it.,閉[し]めて…,5618,閉める
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Steins%20Gate/media/A_SteinsGateS01_E04_1_0.05.54.993.jpg"">",閉めるぞ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Steins%20Gate/media/A_SteinsGateS01_E04_1_0.05.54.513-0.05.55.473.mp3],I'm closing the lid.,閉[し]めるぞ,5618,閉める
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Howl's%20Moving%20Castle/media/Anime-Howl'sMovingCastle_1_1.31.07.497.jpg"">",早く閉めて！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Howl's%20Moving%20Castle/media/Anime-Howl'sMovingCastle_1_1.31.06.497-1.31.08.497.mp3],Close it quick!,早[はや]く 閉[し]めて！,5618,閉める
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_12_0.11.10.385.jpg"">",もう閉店か...,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_12_0.11.09.490-0.11.11.280.mp3],It's already closing time...,もう 閉店[へいてん]か...,5619,閉店
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_11_0.12.08.460.jpg"">",パンダくん　閉店なんだけど,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_11_0.12.06.920-0.12.10.000.mp3],"We're closed now, Panda.",パンダくん　 閉店[へいてん]なんだけど,5619,閉店
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_12_0.11.01.670.jpg"">",まもなく当店は閉店いたします,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_12_0.11.00.100-0.11.03.240.mp3],Our store will be closing shortly.,まもなく 当店[とうてん]は 閉店[へいてん]いたします,5619,閉店
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_23_0.05.54.923.jpg"">",（扉の開閉音）,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_23_0.05.53.922-0.05.55.924.mp3],Sorry about that.,（ 扉[とびら]の 開閉[かいへい] 音[おん]）,5620,開閉
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Little%20Witch%20Academia/media/A-LittleWitchAcademia22_1_0.06.46.949.jpg"">",(ドアの開閉音 ),[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Little%20Witch%20Academia/media/A-LittleWitchAcademia22_1_0.06.46.323-0.06.47.574.mp3],Please excuse us!,(ドアの 開閉[かいへい] 音[おん]),5620,開閉
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_137_0.12.39.745.jpg"">",((ドアの開閉音)),[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_137_0.12.38.744-0.12.40.746.mp3],Two Days Ago,((ドアの 開閉[かいへい] 音[おん])),5620,開閉
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E12_1_0.06.02.185.jpg"">",締まっていくぞ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E12_1_0.06.01.610-0.06.02.760.mp3],Let's play a tight game!,締[し]まっていくぞ,5845,閉まる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Daily%20Lives%20of%20High%20School%20Boys/media/A_DailyLivesofHighSchoolBoys_S01E11_1_0.03.40.730.jpg"">",家が閉まってて入れん,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Daily%20Lives%20of%20High%20School%20Boys/media/A_DailyLivesofHighSchoolBoys_S01E11_1_0.03.39.580-0.03.41.880.mp3],The house is locked and I can't get in.,家[いえ]が 閉[し]まってて 入[い]れん,5845,閉まる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_03_0.06.31.180.jpg"">",くそっ…閉まってる…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_03_0.06.30.120-0.06.32.240.mp3],Damn! It's locked!,くそっ… 閉[し]まってる…,5845,閉まる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura36_58_0.17.42.700.jpg"">",床が…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura36_58_0.17.41.870-0.17.43.530.mp3],The floor...,床[ゆか]が…,6579,床
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_05_0.05.04.430.jpg"">",男は床で寝ろ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_05_0.05.03.710-0.05.05.150.mp3],Men sleep on the floor.,男[おとこ]は 床[ゆか]で 寝[ね]ろ,6579,床
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_12_0.00.51.115.jpg"">",私も床にねる,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_12_0.00.50.270-0.00.51.960.mp3],I'll sleep on the floor too.,私[わたし]も 床[ゆか]にねる,6579,床
